,WX,WY,WZ,XY,XZ,YZ
0,0.7956531349084707,0.22316797283972514,0.738156271685408,-0.1035373701711323,0.6269415689020208,0.7099673573569737
1,0.8066718643466205,0.23069136537222668,0.7340432945171174,-0.04988226212461941,0.6562177776161874,0.7208985633440919
2,0.819447558556732,0.3023997028994007,0.7617314827463955,0.04548222329817622,0.6974684564788898,0.7475963094887964
3,0.8056155239561963,0.2840436095622513,0.7537579955539466,0.01941365568520612,0.6965286313234844,0.7309159394528666
4,0.7895708800151493,0.3147102898123115,0.7560861770792312,0.03803340553249599,0.6998765946096911,0.7403656812721456
5,0.7908992364911753,0.30630933580780423,0.7549406797562441,0.029661096605273406,0.6984958765895504,0.7360173719226233
6,0.7958232766748492,0.3065542055011828,0.7553244538380204,0.04249385545883756,0.7062736874261796,0.7373117253030915
7,0.7974138317347296,0.28243016504174884,0.7482978816557836,0.017941051114318443,0.6973833495917983,0.729094742458792
8,0.7996905742297729,0.2881247480677408,0.7510991245533956,0.02376040370534694,0.6982638632220324,0.7322294056405033
9,0.798485547640267,0.2826602045289075,0.7478022696202691,0.015660062494895696,0.6923736051795162,0.7322933160335534
10,0.7994292063085154,0.3056672268478945,0.756802961246581,0.03804436144666499,0.7009258005816345,0.7393841281024279
11,0.7996986372888304,0.3156509689367597,0.7599571998609981,0.05195508384501446,0.7078744488822815,0.7421619909971333
12,0.8009501452016345,0.30844251251631055,0.7602729131240992,0.04749353669871222,0.7118305557590048,0.7353660158934976
13,0.8032795935270614,0.2920962072094137,0.7575606957920439,0.03576248211217963,0.713073456480525,0.7261421302733377
14,0.8041333395863434,0.28495128090887506,0.7575780574888239,0.027327243273409765,0.7125760122023568,0.7208056376891119
15,0.8022615106536365,0.2824016996813947,0.7543177213849621,0.02565013160671798,0.7105106978436087,0.7216795659662936
16,0.8039475841533936,0.2943849398499363,0.758510615704091,0.036938004281878184,0.7122130189998432,0.7277920794274941
17,0.8028792888554416,0.29931032906970956,0.7593682797926259,0.03869761975147205,0.7105390034225181,0.7306269228020043
18,0.8036647162493664,0.3008864312337276,0.7611241242665386,0.04010467500577416,0.7122230505547221,0.7299519635764763
19,0.7997384572537767,0.29481113197634967,0.7583565225331939,0.028920980057680123,0.7083723317795443,0.7260305318257725
20,0.7990446511059545,0.2954655514197055,0.7592967206551388,0.02460010905135557,0.7055819975349888,0.7257712268954662
21,0.8037358889640185,0.28470346167058513,0.7588500377125333,0.018278555388442898,0.7062893268366602,0.7207149697426735
22,0.8037299590957526,0.27812633699223166,0.7550634991070007,0.014215364753958844,0.7036429944463081,0.720484428019912
23,0.8064446586373574,0.27156443771421346,0.7566146104151434,0.0054828839416688775,0.7024321914235714,0.7155913259169489
24,0.8084360122627885,0.26921044584501885,0.7570411166416651,0.005001113724213644,0.7032268313640918,0.7144735835608184
25,0.8060654085613491,0.2679434955870593,0.753937002430984,0.0031001491707343502,0.7002289582433733,0.7160857304060565
26,0.8069608390527931,0.26269253318606756,0.7518795494973297,0.0025146454732033335,0.7015529703032166,0.7143792134422614
27,0.8059415224530017,0.2632248855425393,0.7503827484317129,0.0035545284451179407,0.7005234324717773,0.7161149222256149
28,0.8056314456497999,0.26377554207216275,0.7520023848151913,0.0005492516835977127,0.700005357388955,0.7145219629248184
29,0.8054585508795372,0.26737060896045345,0.7514116942612636,0.006307179112875427,0.7005001011977243,0.7180562867904859
30,0.8052837196098107,0.2618249339525081,0.7506487636268174,-0.001791820023059425,0.6980636148547087,0.7147837922238541
31,0.8051378919858639,0.2656772426730192,0.7518746542566936,0.0018569025718937222,0.6992935979624088,0.7161318586399998
32,0.8060373285656491,0.2670064544988581,0.7541361787711229,0.0032695909900820395,0.7020330139199231,0.7144359549573855
33,0.8046747966095256,0.2717440616193282,0.7540631120173348,0.008413375282769142,0.7028585460404524,0.717217881862543
34,0.8015377644169179,0.27443831412086267,0.7517999434283322,0.010021831314457183,0.7008561979248343,0.7202906341243233
35,0.8023744031560759,0.2730265172248717,0.7526806671062531,0.008248642364253574,0.7014031921807604,0.7185261065500259
36,0.8007512785510483,0.2720125098810248,0.7515865981818408,0.006226807939611279,0.7006719562916434,0.7178326910766943
